grid_cell,disaster_type,month,grid_monthly_count
22.5_87.0,Cyclone,10,1
22.5_87.8,Cyclone,9,1
22.5_88.0,Cyclone,7,2
22.5_88.5,Cyclone,9,2
22.5_89.0,Cyclone,10,1
22.5_91.0,Cyclone,4,1
22.5_91.3,Cyclone,10,1
22.5_91.3,Cyclone,11,1
22.5_92.9,Landslide,7,1
22.5_93.0,Landslide,7,1
22.6_82.9,Earthquake,2,1
22.6_85.5,Cyclone,10,1
22.6_87.4,Cyclone,6,1
22.6_88.3,Flood,7,2
22.6_88.3,Landslide,8,1
22.6_88.4,Cyclone,11,1
22.6_88.5,Flood,7,4
22.6_91.5,Cyclone,5,2
22.6_92.6,Earthquake,1,1
22.6_93.1,Earthquake,1,1
22.7_80.5,Cyclone,8,1
22.7_89.4,Cyclone,9,1
22.7_91.2,Cyclone,7,1
22.7_92.6,Earthquake,5,1
22.7_92.8,Landslide,9,1
22.8_68.7,Cyclone,6,1
22.8_77.3,Cyclone,6,1
22.8_77.7,Flood,8,1
22.8_86.2,Flood,8,1
22.8_87.9,Cyclone,7,1
22.8_89.2,Cyclone,8,1
22.8_89.3,Cyclone,9,1
22.8_92.3,Earthquake,1,1
22.8_92.3,Earthquake,5,1
22.8_92.4,Earthquake,4,1
22.8_92.4,Earthquake,7,2
22.8_92.4,Earthquake,8,1
22.9_68.9,Cyclone,10,1
22.9_79.6,Cyclone,7,1
22.9_81.6,Cyclone,8,1
22.9_84.7,Cyclone,6,1
22.9_88.3,Cyclone,8,1
22.9_89.2,Cyclone,7,1
22.9_89.2,Cyclone,9,1
22.9_90.1,Cyclone,7,1
22.9_92.7,Landslide,7,2
22.9_92.9,Earthquake,6,1
23.0_68.4,Cyclone,6,1
23.0_70.2,Cyclone,6,1
23.0_70.3,Earthquake,12,1
23.0_70.5,Earthquake,4,1
23.0_70.5,Earthquake,8,1
23.0_72.6,Landslide,11,1
23.0_85.5,Cyclone,9,1
23.0_86.5,Cyclone,9,1
23.0_87.5,Cyclone,8,1
23.0_88.2,Cyclone,7,1
23.0_88.5,Cyclone,7,1
23.0_88.7,Earthquake,1,1
23.0_90.0,Cyclone,6,1
23.0_90.0,Cyclone,8,1
23.0_90.1,Cyclone,8,1
23.0_91.7,Landslide,8,1
23.0_92.7,Earthquake,9,1
23.1_68.5,Cyclone,5,1
23.1_70.0,Earthquake,10,1
23.1_70.2,Earthquake,4,1
23.1_70.2,Earthquake,5,1
23.1_70.2,Earthquake,9,1
23.1_70.6,Earthquake,1,1
23.1_80.0,Earthquake,5,1
23.1_82.7,Earthquake,10,1
23.1_87.0,Earthquake,5,1
23.1_88.1,Cyclone,8,1
23.1_89.1,Cyclone,8,1
23.1_92.9,Earthquake,10,1
23.1_93.1,Earthquake,7,1
23.1_93.2,Earthquake,4,1
23.2_70.1,Earthquake,12,1
23.2_70.4,Earthquake,4,1
23.2_70.5,Earthquake,2,1
23.2_70.6,Earthquake,8,1
23.2_71.2,Earthquake,1,1
23.2_87.1,Flood,7,3
23.2_87.5,Cyclone,7,1
23.2_87.8,Flood,7,3
23.2_89.2,Cyclone,9,1
23.3_68.2,Cyclone,6,1
23.3_68.5,Cyclone,5,1
23.3_70.1,Earthquake,7,1
23.3_70.2,Earthquake,8,1
23.3_70.4,Earthquake,7,1
23.3_70.5,Earthquake,3,1
23.3_70.5,Earthquake,4,1
23.3_70.6,Earthquake,1,1
23.3_70.6,Earthquake,3,1
23.3_70.7,Earthquake,8,1
23.3_80.3,Earthquake,10,1
23.3_85.8,Cyclone,7,1
23.3_86.4,Earthquake,10,1
23.3_88.5,Earthquake,8,1
23.3_88.5,Earthquake,9,1
23.3_88.6,Earthquake,9,1
23.3_91.4,Earthquake,7,1
23.3_92.8,Earthquake,2,1
23.3_92.8,Landslide,7,1
23.3_93.1,Landslide,9,1
23.4_68.3,Cyclone,5,1
23.4_69.7,Earthquake,1,1
23.4_69.9,Earthquake,10,1
23.4_70.0,Earthquake,4,1
23.4_70.2,Earthquake,2,1
23.4_70.3,Earthquake,8,1
23.4_80.3,Cyclone,9,1
23.4_87.1,Earthquake,2,1
23.4_90.9,Cyclone,9,1
23.4_92.6,Earthquake,12,1
23.4_92.8,Landslide,8,2
23.4_93.1,Earthquake,9,1
23.4_93.2,Earthquake,6,1
23.4_93.3,Landslide,7,2
23.5_70.0,Earthquake,5,1
23.5_70.1,Earthquake,6,1
23.5_70.2,Earthquake,2,1
23.5_70.5,Earthquake,4,2
23.5_70.6,Earthquake,2,1
23.5_84.5,Cyclone,7,1
23.5_87.8,Cyclone,6,1
23.5_88.8,Cyclone,8,1
23.5_91.8,Earthquake,1,1
23.5_92.3,Earthquake,2,1
23.5_93.1,Earthquake,11,1
23.5_93.4,Landslide,7,1
23.5_93.5,Earthquake,11,1
23.6_69.8,Earthquake,10,1
23.6_70.0,Earthquake,3,1
23.6_70.1,Earthquake,6,1
23.6_70.2,Earthquake,1,1
23.6_70.3,Earthquake,6,1
23.6_70.3,Earthquake,9,1
23.6_70.4,Earthquake,8,1
23.6_70.4,Earthquake,11,1
23.6_70.6,Earthquake,7,1
23.6_70.7,Earthquake,1,1
23.6_71.9,Earthquake,9,1
23.6_87.4,Earthquake,11,1
23.6_91.5,Earthquake,11,1
23.6_92.9,Landslide,9,1
23.6_93.0,Earthquake,1,1
23.6_93.4,Earthquake,10,1
23.7_69.9,Flood,5,1
23.7_70.4,Earthquake,8,1
23.7_70.7,Earthquake,4,1
23.7_87.5,Flood,7,1
23.7_91.3,Earthquake,5,1
23.7_91.4,Earthquake,8,1
23.7_92.7,Landslide,5,1
23.7_92.7,Landslide,6,2
23.7_92.7,Landslide,7,4
23.7_92.7,Landslide,8,1
23.7_92.7,Landslide,9,4
23.7_92.7,Landslide,11,1
23.8_70.1,Earthquake,10,1
23.8_70.6,Earthquake,2,1
23.8_70.8,Earthquake,4,1
23.8_70.9,Earthquake,3,1
23.8_81.3,Earthquake,10,1
23.8_84.1,Cyclone,8,1
23.8_86.6,Earthquake,12,1
23.8_87.2,Cyclone,9,1
23.8_88.4,Cyclone,8,1
23.8_91.4,Earthquake,7,1
23.8_92.5,Landslide,11,1
23.8_92.7,Landslide,9,2
23.8_92.9,Earthquake,1,1
23.8_92.9,Earthquake,4,1
23.8_93.1,Landslide,8,1
23.8_93.3,Earthquake,2,1
23.8_93.8,Earthquake,6,2
23.9_69.3,Cyclone,7,1
23.9_70.1,Earthquake,1,1
23.9_85.5,Cyclone,8,1
23.9_88.2,Landslide,7,1
23.9_90.0,Cyclone,7,1
23.9_91.2,Flood,7,1
23.9_91.5,Earthquake,6,1
23.9_91.6,Earthquake,2,1
23.9_91.8,Landslide,3,1
23.9_92.9,Earthquake,11,1
23.9_93.1,Earthquake,7,1
23.9_93.1,Earthquake,11,1
23.9_93.3,Earthquake,9,1
23.9_93.4,Earthquake,9,1
23.9_93.5,Earthquake,10,1
23.9_93.7,Earthquake,3,1
23.9_93.9,Earthquake,3,1
23.9_94.0,Earthquake,3,1
23.9_94.1,Landslide,1,2
24.0_84.0,Cyclone,7,1
24.0_84.1,Landslide,7,1
24.0_88.4,Cyclone,7,1
24.0_90.0,Cyclone,8,1
24.0_92.0,Landslide,7,2
24.0_92.7,Landslide,8,1
24.0_93.3,Earthquake,3,1
24.0_93.6,Earthquake,11,1
24.0_93.7,Earthquake,7,1
24.0_93.9,Earthquake,2,1
24.0_94.0,Earthquake,10,1
24.0_94.0,Earthquake,12,1
24.0_94.0,Landslide,1,1
24.0_94.1,Landslide,1,1
24.1_82.6,Earthquake,1,1
24.1_85.7,Cyclone,7,1
24.1_85.7,Cyclone,8,1
24.1_91.5,Landslide,8,1
24.1_92.7,Landslide,9,1
24.1_92.8,Earthquake,10,1
24.1_93.6,Earthquake,1,1
24.1_93.7,Earthquake,1,1
24.1_93.7,Earthquake,11,1
24.1_94.1,Landslide,1,1
24.2_72.4,Flood,7,1
24.2_73.7,Landslide,11,1
24.2_88.3,Flood,7,1
24.2_91.5,Earthquake,6,1
24.2_91.8,Earthquake,12,2
24.2_92.7,Landslide,7,1
24.2_93.1,Earthquake,12,1
24.2_93.5,Earthquake,7,1
24.2_93.5,Earthquake,10,1
24.2_93.7,Earthquake,5,1
24.2_93.9,Earthquake,9,1
24.2_94.0,Earthquake,5,1
24.2_94.1,Landslide,1,1
24.2_94.1,Landslide,10,1
24.2_94.3,Earthquake,3,1
24.2_94.4,Earthquake,3,1
24.2_94.5,Earthquake,5,1
24.2_94.5,Earthquake,7,1
24.2_94.6,Earthquake,4,1
24.3_69.0,Cyclone,7,1
24.3_93.1,Landslide,9,1
24.3_93.7,Earthquake,1,1
24.3_94.0,Earthquake,9,2
24.3_94.1,Landslide,1,1
24.3_94.2,Earthquake,7,1
24.3_94.3,Earthquake,5,1
24.3_94.3,Earthquake,10,1
24.3_94.3,Earthquake,12,1
24.3_94.5,Earthquake,3,1
24.3_94.5,Earthquake,5,1
24.3_94.5,Earthquake,8,1
24.3_94.5,Earthquake,11,1
24.3_94.7,Earthquake,3,1
24.3_94.7,Earthquake,9,1
24.3_94.8,Earthquake,3,1
24.3_94.8,Earthquake,8,2
24.4_85.6,Landslide,7,1
24.4_92.1,Earthquake,8,1
24.4_92.3,Earthquake,6,1
24.4_92.4,Earthquake,12,1
24.4_92.6,Earthquake,1,1
24.4_93.5,Earthquake,9,1
24.4_93.9,Earthquake,9,1
24.4_94.1,Landslide,1,2
24.4_94.1,Landslide,11,1
24.4_94.2,Earthquake,2,1
24.4_94.2,Landslide,1,1
24.4_94.4,Earthquake,10,1
24.4_94.4,Earthquake,12,1
24.4_94.5,Earthquake,2,1
24.4_94.5,Earthquake,8,1
24.4_94.5,Earthquake,12,1
24.4_94.6,Earthquake,4,1
24.4_94.6,Earthquake,10,1
24.4_94.6,Earthquake,12,1
24.4_94.7,Earthquake,6,1
24.4_94.7,Earthquake,8,2
24.4_94.7,Earthquake,9,1
24.4_94.7,Earthquake,11,1
24.4_94.8,Earthquake,1,1
24.4_94.8,Earthquake,2,1
24.4_94.8,Earthquake,12,1
24.4_95.0,Earthquake,8,2
24.5_78.4,Cyclone,8,1
24.5_80.5,Cyclone,8,1
24.5_85.3,Landslide,9,1
24.5_92.1,Earthquake,7,1
24.5_92.3,Earthquake,11,1
24.5_92.5,Landslide,5,2
24.5_92.7,Landslide,5,1
24.5_93.7,Earthquake,2,1
24.5_94.0,Earthquake,10,1
24.5_94.0,Landslide,7,1
24.5_94.5,Earthquake,3,1
24.5_94.5,Earthquake,9,1
24.5_94.6,Earthquake,4,1
24.5_94.7,Earthquake,1,1
24.5_94.7,Earthquake,7,1
24.5_94.7,Earthquake,9,1
24.5_94.7,Earthquake,11,3
24.5_94.8,Earthquake,2,1
24.5_94.8,Earthquake,7,1
24.5_94.9,Earthquake,3,1
24.5_95.0,Earthquake,10,1
24.5_95.1,Earthquake,5,1
24.6_72.7,Landslide,7,1
24.6_72.7,Landslide,9,1
24.6_92.3,Earthquake,11,1
24.6_92.4,Landslide,3,1
24.6_92.5,Earthquake,2,1
24.6_92.6,Landslide,2,1
24.6_93.8,Flood,7,1
24.6_94.0,Earthquake,4,1
24.6_94.4,Earthquake,5,1
24.6_94.5,Earthquake,5,1
24.6_94.6,Earthquake,5,1
24.6_94.6,Earthquake,9,1
24.6_94.7,Earthquake,1,1
24.6_94.7,Earthquake,3,1
24.6_94.7,Earthquake,4,1
24.6_94.7,Earthquake,8,1
24.6_94.7,Earthquake,12,1
24.6_94.8,Earthquake,4,1
24.6_94.8,Earthquake,6,1
24.6_94.8,Earthquake,9,2
24.6_94.9,Earthquake,4,1
24.6_94.9,Earthquake,8,1
24.6_94.9,Earthquake,11,1
24.6_94.9,Earthquake,12,1
24.6_95.0,Earthquake,4,1
24.6_95.0,Earthquake,8,1
24.6_95.0,Earthquake,9,1
24.6_95.0,Earthquake,12,1
24.6_95.1,Earthquake,4,1
24.6_95.1,Earthquake,7,1
24.6_95.6,Earthquake,6,1
24.7_84.4,Cyclone,8,1
24.7_85.6,Landslide,5,1
24.7_87.0,Cyclone,8,1
24.7_92.1,Earthquake,2,1
24.7_92.2,Earthquake,3,1
24.7_92.4,Earthquake,10,1
24.7_92.7,Earthquake,8,1
24.7_93.1,Earthquake,12,1
24.7_93.2,Earthquake,11,1
24.7_93.4,Landslide,11,1
24.7_93.5,Landslide,11,1
24.7_93.9,Landslide,3,1
24.7_93.9,Landslide,7,1
24.7_94.0,Landslide,9,1
24.7_94.1,Earthquake,3,1
24.7_94.3,Earthquake,3,1
24.7_94.5,Earthquake,1,1
24.7_94.5,Earthquake,10,1
24.7_94.7,Earthquake,3,1
24.7_94.7,Earthquake,8,1
24.7_94.8,Earthquake,4,1
24.7_95.0,Earthquake,1,1
24.7_95.1,Earthquake,3,1
24.7_95.1,Earthquake,6,1
24.7_95.1,Earthquake,11,1
24.7_95.2,Earthquake,4,1
24.7_95.2,Earthquake,5,1
24.7_95.2,Earthquake,8,1
24.7_95.2,Earthquake,12,1
24.7_95.3,Earthquake,8,1
24.7_95.6,Earthquake,1,1
24.8_71.8,Cyclone,7,1
24.8_80.2,Cyclone,8,1
24.8_85.0,Flood,5,2
24.8_92.5,Earthquake,12,1
24.8_92.9,Earthquake,8,1
24.8_93.0,Landslide,7,1
24.8_93.1,Landslide,6,1
24.8_93.3,Earthquake,12,1
24.8_93.4,Landslide,8,3
24.8_93.4,Landslide,10,1
24.8_93.5,Landslide,7,1
24.8_93.5,Landslide,10,1
24.8_93.6,Landslide,5,1
24.8_93.7,Earthquake,1,1
24.8_93.9,Landslide,6,1
24.8_93.9,Landslide,7,2
24.8_93.9,Landslide,8,1
24.8_94.0,Earthquake,12,1
24.8_94.3,Earthquake,6,1
24.8_94.4,Landslide,7,1
24.8_94.5,Earthquake,5,1
24.8_94.6,Earthquake,9,1
24.8_94.7,Earthquake,9,1
24.8_94.8,Earthquake,3,1
24.8_95.0,Earthquake,8,2
24.8_95.1,Earthquake,5,1
24.8_95.1,Earthquake,7,1
24.8_95.1,Earthquake,8,1
24.8_95.2,Earthquake,1,1
24.8_95.2,Earthquake,3,1
24.8_95.2,Earthquake,4,1
24.8_95.2,Earthquake,5,1
24.8_95.2,Earthquake,8,1
24.8_95.2,Earthquake,10,1
24.8_95.3,Earthquake,4,1
24.8_95.3,Earthquake,6,1
24.8_95.3,Earthquake,7,1
24.8_95.3,Earthquake,10,1
24.8_95.3,Earthquake,11,2
24.8_95.4,Earthquake,3,1
24.8_95.4,Earthquake,6,1
24.8_95.4,Earthquake,11,1
24.9_92.2,Earthquake,5,1
24.9_92.4,Earthquake,2,1
24.9_92.4,Landslide,9,1
24.9_93.1,Earthquake,2,1
24.9_93.4,Earthquake,1,1
24.9_93.5,Landslide,1,1
24.9_93.5,Landslide,8,1
24.9_93.6,Earthquake,8,1
24.9_93.7,Earthquake,4,1
24.9_93.7,Landslide,7,1
24.9_93.8,Landslide,6,1
24.9_93.8,Landslide,7,1
24.9_94.0,Earthquake,1,1
24.9_94.1,Earthquake,6,1
24.9_94.2,Earthquake,10,1
24.9_94.4,Earthquake,1,1
24.9_94.4,Landslide,8,1
24.9_94.5,Landslide,1,1
24.9_94.7,Earthquake,12,1
24.9_94.9,Earthquake,11,1
24.9_95.0,Earthquake,4,1
24.9_95.0,Earthquake,8,1
24.9_95.1,Earthquake,5,1
24.9_95.1,Earthquake,11,1
24.9_95.2,Earthquake,3,1
24.9_95.2,Earthquake,4,1
24.9_95.3,Earthquake,5,1
24.9_95.3,Earthquake,8,1
24.9_95.3,Earthquake,12,1
24.9_95.6,Earthquake,11,1
24.9_95.8,Earthquake,12,1
25.0_74.6,Cyclone,9,1
25.0_77.0,Cyclone,9,1
25.0_82.5,Cyclone,9,1
25.0_83.6,Flood,5,1
25.0_88.1,Cyclone,10,1
25.0_92.5,Landslide,3,1
25.0_92.6,Earthquake,7,1
25.0_92.8,Landslide,5,1
25.0_92.8,Landslide,7,1
25.0_93.3,Earthquake,10,1
25.0_93.5,Landslide,1,1
25.0_93.5,Landslide,7,4
25.0_93.5,Landslide,8,1
25.0_93.5,Landslide,12,1
25.0_93.6,Landslide,8,1
25.0_94.0,Earthquake,6,1
25.0_94.0,Landslide,6,1
25.0_94.2,Earthquake,7,1
25.0_94.2,Landslide,1,1
25.0_94.3,Landslide,7,1
25.0_95.0,Earthquake,4,1
25.0_95.1,Earthquake,6,1
25.0_95.1,Earthquake,7,1
25.0_95.1,Earthquake,10,1
25.0_95.1,Earthquake,12,1
25.0_95.2,Earthquake,1,1
25.0_95.2,Earthquake,9,1
25.0_95.2,Earthquake,12,1
25.0_95.3,Earthquake,3,1
25.0_95.3,Earthquake,5,1
25.0_95.4,Earthquake,1,1
25.0_95.4,Earthquake,6,1
25.0_95.4,Earthquake,7,1
25.0_95.5,Earthquake,9,1
25.1_75.7,Landslide,10,1
25.1_88.8,Earthquake,8,1
25.1_92.1,Earthquake,7,1
25.1_92.3,Earthquake,5,1
25.1_92.4,Landslide,6,1
25.1_92.4,Landslide,8,2
25.1_92.8,Landslide,6,1
25.1_92.9,Landslide,3,1
25.1_92.9,Landslide,5,1
25.1_93.0,Earthquake,4,1
25.1_93.4,Landslide,5,1
25.1_93.4,Landslide,11,1
25.1_94.0,Earthquake,5,1
25.1_94.0,Landslide,8,2
25.1_94.3,Landslide,7,1
25.1_94.4,Landslide,1,1
25.1_94.4,Landslide,7,1
25.1_94.4,Landslide,9,1
25.1_94.9,Earthquake,10,1
25.1_95.1,Earthquake,2,1
25.1_95.1,Earthquake,6,1
25.1_95.2,Earthquake,12,1
25.1_95.3,Earthquake,2,1
25.1_95.3,Earthquake,5,1
25.1_95.3,Earthquake,7,1
25.2_73.6,Earthquake,11,1
25.2_75.8,Flood,8,3
25.2_82.6,Flood,5,1
25.2_82.6,Flood,7,1
25.2_87.0,Flood,7,3
25.2_90.6,Landslide,7,1
25.2_90.6,Landslide,8,1
25.2_91.1,Earthquake,9,1
25.2_91.5,Flood,6,17
25.2_92.2,Earthquake,2,1
25.2_92.2,Earthquake,3,1
25.2_93.0,Landslide,1,1
25.2_93.0,Landslide,3,1
25.2_93.0,Landslide,9,1
25.2_93.1,Landslide,8,1
25.2_93.2,Landslide,6,1
25.2_93.4,Earthquake,5,1
25.2_93.5,Earthquake,1,1
25.2_93.7,Landslide,4,1
25.2_93.7,Landslide,6,1
25.2_93.8,Landslide,5,1
25.2_94.4,Landslide,1,1
25.2_94.9,Earthquake,9,1
25.2_95.0,Earthquake,4,1
25.2_95.0,Earthquake,6,1
25.2_95.1,Earthquake,3,3
25.2_95.1,Earthquake,5,1
25.2_95.1,Earthquake,6,1
25.2_95.2,Earthquake,1,1
25.2_95.4,Earthquake,7,1
25.2_95.5,Earthquake,10,1
25.3_83.0,Flood,7,5
25.3_92.3,Landslide,11,1
25.3_92.4,Landslide,8,1
25.3_92.8,Landslide,8,1
25.3_93.1,Landslide,3,1
25.3_94.0,Landslide,7,2
25.3_94.0,Landslide,8,1
25.3_94.0,Landslide,9,2
25.3_94.1,Earthquake,2,1
25.3_94.5,Landslide,7,1
25.3_94.5,Landslide,8,1
25.3_94.8,Earthquake,12,1
25.3_95.0,Earthquake,1,1
25.3_95.0,Earthquake,5,1
25.3_95.0,Earthquake,8,1
25.3_95.0,Earthquake,10,1
25.3_95.1,Earthquake,4,1
25.3_95.1,Earthquake,8,1
25.3_95.2,Earthquake,5,1
25.3_95.4,Earthquake,2,1
25.3_95.5,Earthquake,3,1
25.3_95.6,Earthquake,9,1
25.3_95.8,Earthquake,10,1
25.4_81.8,Flood,7,3
25.4_86.5,Flood,7,1
25.4_88.3,Landslide,6,1
25.4_90.2,Earthquake,3,1
25.4_91.4,Earthquake,11,1
25.4_91.6,Earthquake,2,1
25.4_91.8,Earthquake,5,1
25.4_91.9,Earthquake,8,1
25.4_91.9,Landslide,7,1
25.4_92.3,Landslide,4,1
25.4_92.3,Landslide,7,1
25.4_94.0,Landslide,7,1
25.4_94.1,Earthquake,4,1
25.4_94.1,Landslide,7,4
25.4_94.1,Landslide,10,1
25.4_94.2,Landslide,8,1
25.4_94.3,Earthquake,11,1
25.4_94.4,Earthquake,5,1
25.4_94.6,Landslide,10,1
25.4_94.7,Earthquake,2,1
25.4_95.1,Earthquake,4,1
25.4_95.1,Earthquake,5,1
25.4_95.1,Earthquake,9,1
25.4_95.7,Earthquake,10,1
25.5_82.6,Landslide,7,1
25.5_84.5,Landslide,5,1
25.5_86.5,Flood,7,1
25.5_87.6,Flood,7,1
25.5_90.1,Landslide,10,1
25.5_90.2,Landslide,6,2
25.5_90.2,Landslide,7,2
25.5_90.2,Landslide,8,2
25.5_90.7,Earthquake,6,1
25.5_91.2,Earthquake,9,1
25.5_91.3,Earthquake,2,1
25.5_91.3,Landslide,6,1
25.5_91.3,Landslide,7,2
25.5_91.3,Landslide,11,1
25.5_91.4,Earthquake,12,1
25.5_92.1,Landslide,6,1
25.5_92.2,Landslide,6,1
25.5_92.4,Earthquake,12,1
25.5_93.0,Landslide,9,1
25.5_93.1,Landslide,9,1
25.5_93.2,Landslide,8,1
25.5_93.4,Landslide,6,1
25.5_93.9,Earthquake,4,1
25.5_93.9,Landslide,7,1
25.5_93.9,Landslide,9,1
25.5_94.0,Landslide,7,2
25.5_94.1,Landslide,7,1
25.5_94.1,Landslide,8,2
25.5_94.1,Landslide,9,2
25.5_94.2,Landslide,6,1
25.5_94.8,Earthquake,3,1
25.5_95.0,Earthquake,2,1
25.5_95.0,Earthquake,5,1
25.6_83.6,Flood,7,2
25.6_84.0,Flood,7,1
25.6_84.4,Flood,7,2
25.6_85.1,Flood,5,1
25.6_85.1,Flood,7,3
25.6_85.1,Flood,8,1
25.6_90.2,Earthquake,12,1
25.6_90.6,Earthquake,9,1
25.6_91.9,Landslide,6,1
25.6_91.9,Landslide,8,1
25.6_91.9,Landslide,9,2
25.6_92.2,Earthquake,8,1
25.6_93.0,Landslide,7,3
25.6_93.7,Earthquake,4,1
25.6_94.1,Landslide,7,1
25.6_94.1,Landslide,8,4
25.6_94.1,Landslide,12,4
25.6_94.3,Earthquake,3,1
25.6_94.7,Earthquake,7,1
25.6_95.1,Earthquake,7,1
25.6_96.3,Earthquake,8,1
25.7_89.9,Earthquake,1,1
25.7_89.9,Landslide,9,1
25.7_90.0,Earthquake,9,1
25.7_90.2,Earthquake,9,1
25.7_90.4,Earthquake,12,1
25.7_90.4,Landslide,9,1
25.7_93.2,Earthquake,11,1
25.7_93.3,Earthquake,6,1
25.7_93.9,Landslide,8,1
25.7_94.0,Landslide,7,1
25.7_94.0,Landslide,8,1
25.7_94.0,Landslide,10,1
25.7_94.1,Landslide,6,1
25.7_94.1,Landslide,7,3
25.7_94.1,Landslide,8,1
25.7_94.1,Landslide,9,1
25.7_94.1,Landslide,10,1
25.7_94.1,Landslide,11,1
25.7_94.5,Landslide,7,2
25.7_94.5,Landslide,8,1
25.7_94.6,Landslide,2,1
25.7_94.9,Earthquake,2,1
25.7_95.1,Earthquake,6,1
25.7_96.0,Earthquake,11,1
25.8_71.4,Flood,5,1
25.8_71.4,Flood,8,2
25.8_84.1,Flood,7,3
25.8_87.5,Earthquake,2,1
25.8_87.5,Flood,7,1
25.8_90.5,Earthquake,4,1
25.8_90.6,Earthquake,4,1
25.8_90.6,Landslide,9,1
25.8_91.1,Earthquake,5,1
25.8_91.2,Earthquake,9,1
25.8_93.3,Earthquake,2,1
25.8_93.4,Earthquake,7,1
25.8_93.8,Landslide,8,1
25.8_93.9,Landslide,7,1
25.8_94.1,Landslide,5,1
25.8_94.1,Landslide,8,1
25.8_94.1,Landslide,10,1
25.8_94.5,Landslide,4,1
25.8_94.7,Earthquake,2,1
25.8_95.0,Earthquake,4,1
25.8_95.2,Earthquake,2,1
25.8_95.2,Earthquake,6,1
25.8_95.7,Earthquake,1,1
25.9_78.6,Earthquake,8,1
25.9_85.8,Flood,7,1
25.9_86.6,Flood,7,2
25.9_87.0,Flood,7,2
25.9_90.2,Earthquake,5,1
25.9_90.2,Earthquake,8,1
25.9_90.3,Earthquake,8,1
25.9_90.5,Earthquake,4,1
25.9_90.5,Earthquake,9,1
25.9_90.6,Earthquake,4,1
25.9_91.2,Landslide,9,1
25.9_93.4,Earthquake,7,1
25.9_94.2,Earthquake,6,1
25.9_94.2,Landslide,1,1
25.9_94.6,Landslide,8,1
25.9_94.8,Landslide,6,1
25.9_94.8,Landslide,7,1
25.9_95.5,Earthquake,7,1
25.9_95.6,Earthquake,5,1
26.0_76.4,Flood,8,1
26.0_84.9,Flood,7,1
26.0_90.0,Flood,7,2
26.0_90.7,Earthquake,3,1
26.0_90.8,Earthquake,6,1
26.0_91.4,Landslide,7,1
26.0_91.8,Earthquake,1,1
26.0_91.9,Earthquake,7,1
26.0_91.9,Landslide,5,2
26.0_91.9,Landslide,6,1
26.0_92.3,Earthquake,12,1
26.0_94.5,Landslide,4,2
26.0_94.5,Landslide,6,2
26.0_94.5,Landslide,7,1
26.0_94.5,Landslide,8,1
26.0_95.1,Earthquake,9,1
26.0_95.3,Earthquake,1,1
26.0_95.3,Earthquake,7,1
26.0_95.3,Earthquake,11,1
26.0_95.6,Earthquake,1,1
26.0_95.6,Earthquake,3,1
26.0_95.7,Earthquake,8,1
26.0_95.8,Earthquake,5,1
26.0_95.9,Earthquake,10,1
26.1_85.4,Flood,7,2
26.1_86.6,Flood,7,3
26.1_86.6,Flood,8,1
26.1_87.4,Flood,7,2
26.1_87.8,Earthquake,3,1
26.1_89.6,Earthquake,9,1
26.1_90.3,Earthquake,10,1
26.1_90.7,Earthquake,2,1
26.1_91.4,Earthquake,4,1
26.1_91.5,Earthquake,4,1
26.1_91.6,Landslide,2,1
26.1_91.7,Flood,7,8
26.1_91.7,Landslide,2,1
26.1_91.7,Landslide,6,3
26.1_91.7,Landslide,7,2
26.1_91.7,Landslide,9,3
26.1_91.7,Landslide,11,1
26.1_91.8,Landslide,6,2
26.1_91.8,Landslide,9,3
26.1_91.9,Landslide,7,2
26.1_91.9,Landslide,8,1
26.1_92.0,Earthquake,4,1
26.1_92.1,Earthquake,9,1
26.1_93.0,Earthquake,4,1
26.1_93.2,Earthquake,2,1
26.1_93.2,Earthquake,4,1
26.1_94.2,Landslide,8,1
26.1_94.3,Earthquake,2,1
26.1_94.4,Landslide,1,1
26.1_94.6,Landslide,4,1
26.1_94.7,Landslide,7,2
26.1_94.8,Landslide,8,2
26.1_95.3,Earthquake,3,1
26.1_95.3,Earthquake,4,1
26.1_95.6,Earthquake,2,1
26.1_95.7,Earthquake,7,1
26.1_95.7,Earthquake,8,1
26.1_96.2,Earthquake,2,1
26.1_96.3,Earthquake,2,1
26.1_96.3,Earthquake,8,1
26.1_96.4,Earthquake,10,1
26.2_73.6,Landslide,8,1
26.2_78.2,Flood,5,1
26.2_82.6,Flood,7,5
26.2_85.9,Flood,7,2
26.2_89.5,Earthquake,7,1
26.2_90.2,Earthquake,8,1
26.2_90.6,Flood,7,3
26.2_91.7,Landslide,1,1
26.2_91.7,Landslide,6,1
26.2_91.7,Landslide,9,2
26.2_91.7,Landslide,11,1
26.2_91.8,Landslide,4,2
26.2_91.8,Landslide,6,4
26.2_91.8,Landslide,7,4
26.2_91.8,Landslide,9,3
26.2_91.8,Landslide,11,1
26.2_92.2,Earthquake,12,1
26.2_92.3,Earthquake,3,1
26.2_92.3,Flood,7,2
26.2_92.8,Earthquake,6,1
26.2_92.8,Earthquake,7,1
26.2_92.8,Earthquake,9,1
26.2_93.0,Earthquake,4,1
26.2_93.5,Earthquake,2,1
26.2_94.2,Landslide,12,1
26.2_94.5,Landslide,4,2
26.2_94.5,Landslide,11,1
26.2_94.8,Earthquake,4,1
26.2_94.8,Landslide,6,1
26.2_94.8,Landslide,8,1
